fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,density,pH,sulphates,alcohol,free.so2,total.so2,good
6.6,0.22,0.29,14.8,0.053,0.9983,3.04,0.53,9,55.1,140.7,0
6.8,0.28,0.28,2.9,0.024,0.992,3.31,0.64,11.3,33.2,120.6,1
6,0.38,0.13,3.9,0.06,0.9936,3.07,0.34,9.2,28.2,118.6,0
7.3,0.26,0.36,13.1,0.051,0.9989,3.04,0.46,9,38.2,205.4,1
7.6,0.4,0.32,5,0.045,0.9943,3.31,0.43,11.1,28,141.1,1
7.3,0.24,0.31,1.4,0.037,0.9888,2.96,0.36,12.3,10.6,113.5,1
6,0.34,0.31,3.8,0.044,0.9907,3.39,0.45,11.8,11.1,110.6,1
7.6,0.2,0.5,2.6,0.047,0.9918,3.15,0.49,11,23.3,126.5,0
7,0.36,0.32,6.1,0.04,0.9901,3.16,0.27,13.6,42.6,154.5,1
6.6,0.32,0.05,1.7,0.032,0.9922,3.17,0.42,10.1,53.4,147,0
7,0.35,0.26,13.5,0.048,0.9979,2.98,0.61,9.6,55,244.4,1
6.1,0.18,0.49,4.5,0.047,0.992,3.27,0.37,11.7,15.3,86.7,1
8.9,0.44,0.31,1.5,0.051,0.9953,3.11,0.46,9.9,7,163.5,0
6.7,0.23,0.35,6.8,0.031,0.9924,2.8,0.54,10.9,40.5,103.2,1
5.9,0.21,0.34,12.2,0.033,0.9935,3.17,0.41,11.2,23.9,96.9,1
7.7,0.25,0.51,2.6,0.046,0.9912,2.98,0.49,11.1,26,150.5,1
7.2,0.24,0.39,6.3,0.034,0.9945,3.17,0.46,11.5,8.3,89.6,0
7.3,0.24,0.31,2.3,0.017,0.9894,3.04,0.35,13,37.1,81.2,1
7.7,0.37,0.31,2.9,0.036,0.9915,3.18,0.37,11.8,4.6,22.6,1
7.6,0.19,1.67,2.1,0.022,0.9918,3.25,0.56,12.1,33.9,125.7,1
7.1,0.17,0.42,1.5,0.045,0.9915,2.94,0.3,10.6,61.9,156.6,1
6.6,0.23,0.48,7.6,0.053,0.9946,3.27,0.51,10.2,36.6,179.1,1
6.2,0.26,0.35,2.4,0.038,0.9907,3.35,0.44,11.7,38.9,119.8,1
5.1,0.14,0.24,0.8,0.039,0.9918,3.21,0.45,9.2,15.4,86.2,1
7.4,0.19,0.28,1.5,0.026,0.9925,3.38,0.52,10.9,34.4,149.1,1
6.8,0.3,0.31,7.9,0.028,0.9919,3.13,0.63,12.7,35,110.4,1
5.8,0.43,0.27,4.3,0.032,0.9919,3.25,0.46,11.3,44.9,117.7,1
7.7,0.36,0.28,4.4,0.028,0.9908,3.01,0.41,12.5,6.9,101.6,1
5.4,0.37,0.38,1.7,0.038,0.9914,3.28,0.4,10.5,15,90.8,1
9.2,0.28,0.42,1.1,0.042,0.992,2.97,0.25,10.4,14.7,49.2,1
6.7,0.31,0.5,12,0.046,0.9972,3.04,0.54,8.8,46,113.3,1
7.5,0.47,0.51,13,0.239,0.999,2.95,0.52,9.2,39.3,236.5,0
6.6,0.44,0.32,1.9,0.03,0.9902,3.29,0.62,12.4,41.8,112.4,1
7,0.13,0.2,4.9,0.056,0.9955,3.29,0.4,9.3,25.3,122.9,0
7.6,0.27,0.57,7.9,0.039,0.9963,3.06,0.41,9.1,59.6,180.9,0
6.4,0.16,0.27,1.5,0.036,0.9915,3.46,0.43,11.1,18.6,103,1
6.4,0.26,0.23,14.9,0.038,0.9966,3.15,0.37,9.7,51.7,147,1
7.3,0.28,0.32,1.1,0.032,0.9889,3.03,0.33,12.6,31.6,86.3,1
6.3,0.22,0.38,2.4,0.049,0.9919,3.32,0.76,11.4,77.9,137.6,1
6.4,0.27,0.2,4,0.03,0.9913,3.06,0.35,10.5,23.7,143,1
6.1,0.62,0.12,2,0.049,0.9923,3.4,0.47,10.4,13,79.8,0
6.6,0.32,0.34,6.9,0.06,0.9952,3.34,0.57,10.3,56.4,191.4,0
6.3,0.36,0.26,18.6,0.052,0.9995,3.12,0.63,9.5,25.5,186.5,1
6,0.2,0.39,1.8,0.028,0.9915,3.28,0.72,11.8,30.7,131.3,0
7.6,0.2,0.38,12.9,0.033,0.9972,3.18,0.82,10.5,55.1,136.2,1
7.3,0.58,0.2,10.5,0.085,0.9969,3.14,0.41,9.3,15.6,99.6,0
5.2,0.31,0.2,2.4,0.026,0.989,3.56,0.45,13,25.9,116,1
6.2,0.28,0.17,8.5,0.044,0.9958,3.21,0.46,9.3,60.2,214.8,0
6.1,0.25,0.3,2.1,0.036,0.9904,3.33,0.61,12,14.6,78.3,1
9.6,0.24,0.49,4.8,0.033,0.994,2.86,0.54,10,3,19.9,1
6.8,0.31,0.24,1.4,0.032,0.993,3.13,0.36,9.3,18.8,130.3,0
6.5,0.24,0.27,2.2,0.043,0.991,3.02,0.62,11.1,42.5,98.7,1
6.2,0.24,0.45,15.9,0.057,0.9978,3.14,0.51,9.3,40.4,152.2,0
8.1,0.24,0.48,1.5,0.03,0.9907,3.25,0.47,12.2,32.4,135.3,1
7.4,0.4,1,19.5,0.043,0.9981,3.24,0.4,12,31.9,142.1,1
6.4,0.3,0.38,7.8,0.046,0.9957,3.08,0.37,8.9,32.6,194.5,0
6.4,0.23,0.25,17.3,0.047,0.9979,3.13,0.42,9.1,15.4,127.7,1
7.2,0.26,0.32,14.4,0.067,0.9986,3.08,0.53,9.1,37.2,180.1,1
7.1,0.25,0.23,7.1,0.047,0.9959,3.13,0.38,9.2,49.5,208,0
6.6,0.36,0.21,1.5,0.048,0.9929,3.17,0.42,10,38.1,169.4,1
6.3,0.3,0.29,8.3,0.213,0.9956,3.09,0.43,9.4,66,173.3,0
5.2,0.23,0.16,7.1,0.043,0.9939,3.24,0.48,9.8,33.9,137.5,1
6.7,0.3,0.32,7.4,0.041,0.9926,3.02,0.46,11.4,6,77,1
6.8,0.26,0.29,13.1,0.046,0.9972,3.16,0.51,9.7,65.3,169.6,1
5.6,0.2,0.38,1,0.042,0.9918,3.23,0.51,10.4,16.1,58.7,1
6.5,0.39,0.2,1.1,0.04,0.9918,3.15,0.45,10.2,32.7,141.6,0
7.5,0.29,0.29,1.6,0.045,0.9937,3.32,0.68,10.6,56.8,154.3,1
6.9,0.39,0.28,8.2,0.064,0.9946,3.16,0.7,10.6,21.8,159.1,0
6.5,0.34,0.49,3,0.03,0.9901,3.09,0.5,12,16.8,108.4,1
7.2,0.25,0.2,7.6,0.045,0.9956,3.17,0.38,9.5,46.2,167.6,0
8.6,0.2,0.5,3.6,0.044,0.994,3.15,0.51,10.1,29.4,130.7,1
5.7,0.22,0.25,2.3,0.048,0.9948,3.63,0.74,9.9,66.9,173,1
6.1,0.38,0.27,3.4,0.033,0.9886,3.17,0.48,13.7,40.4,110.7,1
6,0.42,0.02,0.5,0.038,0.9931,3.35,0.35,9.2,22.9,60.9,0
7.4,0.33,0.26,2.8,0.04,0.9912,3.06,0.52,11.9,26.9,95.3,1
7.3,0.24,0.34,7.4,0.049,0.9963,3.11,0.56,8.9,28.4,157.5,0
6,0.29,0.28,1.9,0.024,0.9893,3.19,0.5,12.5,14.4,67.9,1
7.5,0.23,0.37,7,0.035,0.9939,3.03,0.33,11,45.7,198.3,0
5.9,0.26,0.26,1.9,0.047,0.9937,3.63,0.55,9.9,45.5,126.9,1
6.3,0.45,0.17,7.7,0.096,0.9978,3.56,0.71,9.3,25.7,238.6,0
6.8,0.38,0.3,14.3,0.044,0.9989,3.17,0.53,9.1,29,147.3,0
6.3,0.43,0.27,1.1,0.053,0.9937,3.24,0.52,9.1,6.1,120.2,0
6.3,0.3,0.29,1.7,0.036,0.9878,3.13,0.42,13.1,30,124.8,1
6.8,0.26,0.34,4.7,0.031,0.9929,3.2,0.39,10.6,29.6,128.8,1
6.2,0.33,0.32,2.1,0.036,0.9899,3.15,0.48,12.8,13.4,71.7,1
5.6,0.4,0.23,7.2,0.05,0.993,3.29,0.41,10.5,44,158.1,0
6.8,0.29,0.4,19.4,0.044,0.9998,2.94,0.47,8.8,39.2,158.9,0
5.9,0.27,0.31,1,0.037,0.993,3.59,0.47,9.3,30.9,124.4,0
6.6,0.46,0.41,16.7,0.084,0.9991,3.2,0.58,8.9,56.2,276.6,0
8.7,0.3,0.59,1.7,0.047,0.9936,3.06,0.56,10.9,10.6,65.9,0
7.2,0.24,0.38,14.4,0.058,0.9978,3.1,0.43,8.8,55.9,217.4,1
8.7,0.23,0.34,13.3,0.044,0.9997,3.11,0.47,8.9,37.8,176.1,1
6.5,0.48,0.5,2.9,0.032,0.989,3.14,0.4,13,27.8,105.2,1
6.2,0.2,0.24,1.1,0.05,0.9905,3.24,0.57,11.4,27.3,93.3,1
6.2,0.38,0.47,1.4,0.05,0.9933,3.23,0.5,9.7,54,193.8,0
6.5,0.16,0.32,2.5,0.048,0.9935,3.48,0.53,9.7,34.4,195.2,1
6.6,0.2,0.28,10.9,0.037,0.9953,3.12,0.45,10.2,29,132.8,1
6.4,0.28,0.17,15,0.04,0.9975,3.14,0.49,9.1,17.5,118,0
6,0.3,0.26,1.6,0.031,0.9889,3.04,0.41,12.1,30.2,118.6,1
8.1,0.35,0.43,10.2,0.051,0.9979,3.41,0.44,9.5,28.7,129.7,1
6.6,0.19,0.36,1,0.026,0.9913,3.29,0.47,11.2,64.1,125,1
5.8,0.42,0.11,1.5,0.04,0.992,3.29,0.52,10.6,11.6,64,0
7,0.3,0.27,2.2,0.04,0.9918,3.21,0.57,11.5,23.9,147.3,0
7,0.13,0.4,1.2,0.047,0.9933,3.3,0.99,9.8,55.7,134.3,1
7.2,0.22,0.32,1.3,0.039,0.9911,3.12,0.74,11.2,34.5,106.8,1
8,0.1,0.48,4.5,0.049,0.9944,3.24,0.43,10.6,27.3,136.9,1
6.8,0.46,0.5,7.4,0.051,0.9957,3.12,0.37,9,20.2,168.2,0
6.7,0.22,0.3,1.4,0.024,0.9906,3.1,0.44,11.1,13.3,78.7,1
7.8,0.18,0.31,4.9,0.017,0.9919,3.01,0.39,11,20.8,106.7,1
7.3,0.38,0.36,5.8,0.039,0.9915,2.94,0.58,12.3,20.8,100.4,1
6.3,0.36,0.19,14.8,0.058,0.998,3.14,0.45,8.9,37.5,148.3,0
7.2,0.24,0.27,14.3,0.055,0.9985,3.13,0.39,9.2,55,155.3,1
8.3,0.19,0.51,3.4,0.057,0.9924,3.21,0.36,11.6,16.3,92.8,1
6.8,0.25,0.24,3.5,0.056,0.9939,2.99,0.47,9.4,11.4,79,0
6.7,0.17,0.28,10.1,0.039,0.995,3.12,0.46,10.9,27.5,114.1,1
7.6,0.25,0.29,10.3,0.05,0.9958,3.13,0.34,9.6,20,114.1,0
7.9,0.36,0.46,6.6,0.027,0.991,2.96,0.35,12.7,60.7,122.4,1
4.8,0.55,0.15,8.4,0.033,0.9919,3.53,0.51,12.5,39.7,161,1
5.5,0.46,0.15,2.3,0.027,0.9898,3.37,0.76,13.4,30.3,124.5,1
7.1,0.17,0.25,7.2,0.048,0.9963,3.38,0.58,10,33.8,232.7,1
6.5,0.44,0.43,7.3,0.065,0.9954,3.12,0.44,9.4,29.4,201.1,0
5.9,0.37,0.08,1.7,0.056,0.9924,3.25,0.49,10.2,38,146.9,0
6.4,0.22,0.59,10,0.082,0.9961,2.95,0.47,9,35.2,107.9,0
7.9,0.29,0.23,2.4,0.045,0.9932,3.27,0.54,10.6,26.1,170.9,1
7.9,0.33,0.33,2.3,0.037,0.9914,3.21,0.66,11.6,17.4,100.8,1
9.3,0.15,0.5,1.9,0.043,0.9952,3.09,0.51,10.2,18.1,96.9,0
6.8,0.17,0.36,1.9,0.032,0.9897,2.93,0.6,12.1,38.9,91,1
6.9,0.28,0.29,6.2,0.024,0.9908,3.02,0.31,13,28.3,105.6,1
6.8,0.27,0.44,9.3,0.03,0.9947,3.18,0.35,10.4,32.2,157.6,1
5.5,0.25,0.24,5.1,0.036,0.995,3.82,0.51,10.3,44.6,167.8,1
6.6,0.33,0.24,1.3,0.061,0.9947,3.59,0.51,9.1,46.4,226.5,0
6.3,0.21,0.33,5.2,0.032,0.9903,3.28,0.37,13.2,39.7,82.1,1
5.7,0.28,0.33,1.2,0.045,0.9934,3.79,0.43,10,20.3,154.2,1
6.4,0.37,0.28,2.5,0.034,0.9888,3.09,0.45,12.7,18.4,65.4,1
5.6,0.18,0.59,1.3,0.034,0.9901,3.52,0.62,11.9,27.1,134.6,1
6.4,0.47,0.04,1,0.045,0.993,3.25,0.35,9.7,29.5,91.2,1
7.9,0.38,0.33,7.7,0.034,0.9936,3.18,0.4,12.1,26.6,92.4,1
5.9,0.34,0.38,3.3,0.026,0.9912,3.37,0.4,11.2,16.4,117.2,1
8.5,0.25,0.31,13.3,0.044,0.9996,3.12,0.46,8.9,36.5,177,1
7.6,0.26,0.48,20.3,0.061,1.0021,3.02,0.44,8.5,27.8,156.2,0
6.2,0.35,0.21,2.1,0.051,0.9931,3.16,0.51,9.4,52.1,186.7,0
6.9,0.41,0.34,10.2,0.042,0.9969,3.19,0.51,9.5,29.1,128.9,0
6.4,0.28,0.28,12.2,0.044,0.998,3.15,0.4,8.9,57.5,193.2,1
7.5,0.22,0.3,8.2,0.048,0.9943,3.12,0.36,10.4,14.2,114.8,1
7.4,0.2,0.27,8.6,0.058,0.9957,2.94,0.53,9.6,26.5,123.5,0
7.5,0.26,0.51,13.3,0.048,0.9977,3.08,0.47,9.1,54.2,179,0
7.8,0.27,0.61,12.1,0.046,0.9983,3.06,0.46,9,64.4,158.5,0
5.7,0.22,0.29,4.7,0.053,0.9963,3.72,0.7,10.1,39.1,201.3,0
6.7,0.25,0.22,18.2,0.05,0.9989,3.06,0.48,9.2,23.6,165.4,0
7.9,0.46,0.37,8.8,0.025,0.9924,3.07,0.25,12.6,54.8,152.9,1
6.3,0.25,0.35,17.3,0.039,0.9997,3.23,0.42,8.9,44.2,126.3,1
7.1,0.36,0.24,15.4,0.055,0.9984,3.11,0.49,8.7,46.7,205.5,0
7.8,0.38,0.25,9.9,0.061,0.9954,3.03,0.42,11,33.3,167,1
8.3,0.3,0.44,12.4,0.046,0.9944,3.03,0.32,11.9,50.6,158.3,1
6.7,0.24,0.26,1.8,0.028,0.9919,3.34,0.46,11.3,37.9,133.1,0
6.1,0.35,0.33,1.2,0.051,0.9929,3.14,0.76,9.4,23,157.2,1
7.1,0.24,0.44,6.2,0.035,0.9928,3.1,0.79,11.6,17,106.9,1
5.7,0.18,0.29,2.2,0.042,0.9912,3.09,0.44,10,6,52.8,0
6.2,0.35,0.3,5.8,0.035,0.9926,3.26,0.41,10.9,8.6,83.4,1
6.5,0.3,0.28,2.1,0.037,0.9939,3.18,0.64,9.9,8.4,188.7,0
5.1,0.16,0.55,1.5,0.025,0.9905,3.48,0.39,10.7,21.8,112.6,1
7.3,0.23,0.27,10,0.05,0.9962,3.13,0.34,9.5,23.4,99.6,0
7.2,0.36,0.36,5.8,0.038,0.9917,2.93,0.58,12.5,27.4,99.4,1
6.4,0.2,0.29,5.4,0.029,0.991,2.91,0.43,11.5,41.4,96,1
6.4,0.28,0.56,1.6,0.156,0.9933,3.09,0.38,9.3,43.3,118.2,1
7.8,0.16,0.4,1.6,0.027,0.9909,3.03,0.78,12.4,31.8,109.6,1
6.1,0.34,0.22,1.3,0.037,0.9897,3.28,0.43,12.4,36.8,121.4,1
7.1,0.35,0.78,10.1,0.043,0.9943,3,0.55,11.1,21.1,236.8,1
7,0.45,0.36,6.4,0.039,0.9928,3.22,0.33,12.4,46.5,144.4,1
6.4,0.13,0.32,2.9,0.036,0.9925,3.4,0.72,11.4,19,94.8,1
5.8,0.21,0.21,16.6,0.044,0.9986,3.24,0.48,8.8,39,136.4,1
6.7,0.23,0.36,1.2,0.06,0.9931,3.37,0.52,10.3,42.9,200.7,1
5.5,0.21,0.19,7.2,0.048,0.9942,3.24,0.42,9.5,38.2,101.8,1
7,0.2,0.27,1.1,0.049,0.9934,3.18,0.43,9.1,35.8,175.5,1
7.1,0.17,0.23,9.7,0.119,0.9957,3.16,0.45,10.2,70.9,162.4,1
6.1,0.31,0.3,1.2,0.026,0.9877,3.07,0.64,13.3,18.4,99.3,1
7.1,0.21,0.31,1.3,0.036,0.993,3.15,0.33,9.9,36.9,162.8,1
6.3,0.28,0.35,1.4,0.054,0.9918,3.3,0.46,10.5,31.9,212.5,0
6,0.31,0.33,2.2,0.027,0.9893,3.38,0.43,12.7,32.7,131.8,1
6.5,0.23,0.5,11.6,0.046,0.997,3.16,0.58,9.4,62.5,213.9,0
6.5,0.27,0.29,3,0.04,0.9919,3.24,0.48,11,21.3,108.3,1
6.5,0.23,0.36,7.9,0.049,0.9952,2.87,0.49,9.1,49.8,171.9,1
8.1,0.33,0.5,12.2,0.048,0.9966,3.08,0.59,10.2,61.4,133.9,1
7,0.38,0.23,5.9,0.081,0.997,3.41,0.56,9.5,64.5,310.1,0
6.6,0.4,0.37,9.7,0.053,0.9977,3.29,0.57,9.3,45,218.7,1
7.6,0.25,0.3,7.8,0.037,0.9957,3.1,0.49,10.1,75.5,185.7,0
6.4,0.25,0.49,7.9,0.052,0.9952,3.17,0.46,9.4,53.6,183.9,0
5.9,0.19,0.22,1.7,0.044,0.9934,3.31,0.45,9.5,53.3,138.8,0
5.8,0.28,0.3,3.8,0.027,0.9897,3.24,0.59,12.7,36.1,109.8,1
4.8,0.35,0.25,7.9,0.032,0.9931,3.4,0.4,11.1,18.9,114.7,1
7.3,0.17,0.33,6.3,0.04,0.9928,2.98,0.39,10.9,18.6,113.8,1
6.4,0.12,0.3,2,0.037,0.989,3.11,0.24,13,65.7,165.3,1
6.8,0.34,0.35,1.7,0.031,0.9919,3.36,0.47,11.7,25.6,113.1,1
5.5,0.14,0.25,4.3,0.039,0.9948,3.38,0.46,9.4,17,90.5,0
6.6,0.27,0.32,4.5,0.241,0.9948,3.13,0.5,9.3,57,186.6,0
6.6,0.17,0.32,1.6,0.042,0.9908,3.06,0.47,10.4,30.1,124.2,1
8.7,0.23,0.35,0.6,0.043,0.9923,3.09,0.39,10.8,11.5,72.6,0
6.3,0.37,0.16,8.9,0.081,0.9976,3.48,0.66,9.4,47.9,227.8,0
5.8,0.34,0.51,1.1,0.029,0.9901,3.46,0.42,12,10.3,96.4,1
6.4,0.24,0.33,12.1,0.056,0.9981,3.57,0.47,10.1,46.2,196.5,0
6,0.27,0.44,12.2,0.043,0.9967,3.23,0.55,9.5,60.3,195.1,1
6.5,0.26,0.28,12.8,0.042,0.9965,3.18,0.43,9.9,70.2,221.2,1
8.5,0.19,0.41,1.3,0.041,0.9922,3.09,0.48,11.4,39.8,120.4,1
7.3,0.24,0.27,1.3,0.058,0.9935,3.19,0.5,10,52.7,136,1
6,0.27,0.32,2.2,0.02,0.9885,3.12,0.31,12.5,24.2,101.9,1
6.2,0.27,0.27,7.9,0.046,0.9952,3.19,0.5,10,39.1,165.1,0
6.6,0.29,0.3,4.9,0.03,0.9925,3.36,0.81,11.9,22.2,157.1,1
8.1,0.27,0.41,6.9,0.049,0.9951,3.27,0.44,10.1,29,104.8,1
6.4,0.14,0.38,1.4,0.045,0.9902,3.16,0.5,11.7,21,59.2,1
5.3,0.26,0.3,7.7,0.052,0.9944,3.19,0.38,10.5,27.1,102,1
6.9,0.22,0.32,5.7,0.053,0.9938,3.21,0.57,10.8,41.6,138.5,1
6.9,0.28,0.41,7.6,0.045,0.996,3.12,0.51,9.5,52.2,149.2,0
6.1,0.23,0.27,8.6,0.046,0.9946,3.24,0.52,10.8,43,141.6,1
6.9,0.28,0.21,8.6,0.049,0.9956,3.26,0.42,10.2,45.7,247.5,0
7.4,0.21,0.28,8,0.038,0.9939,2.96,0.33,10.4,12.6,133.5,0
6.8,0.19,0.23,5,0.034,0.9944,3.24,0.68,10.1,67.1,228.3,0
6.5,0.39,0.22,5.3,0.053,0.9932,3.24,0.34,10.1,22.1,154.8,0
6.5,0.24,0.28,17.5,0.064,0.9979,3.18,0.48,10,30.8,132.4,1
7,0.3,0.47,7.5,0.058,0.9962,3.46,0.64,11.1,19.8,178,1
6.6,0.22,0.3,8,0.042,0.9944,3.13,0.73,10.1,33.1,137.3,1
6.8,0.17,0.31,2.5,0.044,0.9902,2.87,0.46,11.2,31.6,80.3,1
7.9,0.23,0.26,1.6,0.033,0.9932,3.44,0.49,10.3,38.7,123.7,1
7.4,0.22,0.32,13,0.048,0.9985,3.07,0.53,8.8,43.5,234,0
8.3,0.18,0.29,1.1,0.034,0.9914,3.03,0.5,11.2,20.2,61.6,1
7,0.26,0.31,2,0.03,0.9917,3.19,0.49,11.3,13.9,133.9,0
6.9,0.19,0.37,1.2,0.021,0.9904,3.12,0.38,11.6,25.9,100.9,0
6.2,0.09,0.24,6,0.04,0.9953,3.57,0.49,10.4,22.2,112,1
6.9,0.16,0.35,1.2,0.043,0.9925,3.25,0.62,10.8,20.4,172,1
6.2,0.36,0.26,10,0.057,0.9949,3.3,0.57,10.7,39.7,172.7,0
7.5,0.15,0.42,1.7,0.047,0.9934,3.24,0.66,11.1,59.1,163.5,1
6.6,0.31,0.31,9.9,0.041,0.9953,3.47,0.55,11.3,12.4,158.4,0
7.1,0.28,0.34,0.9,0.041,0.9905,3.21,0.49,11.4,20.6,140.9,0
7.3,0.28,0.25,11.9,0.052,0.9967,3.13,0.61,9.9,57,148.7,0
6.6,0.24,0.25,1.7,0.045,0.9923,3.19,0.39,10,13.1,60.6,0
9.4,0.22,0.56,16.5,0.062,1.0009,3.1,0.51,9.3,55.1,368.1,0
7.4,0.18,0.3,6.5,0.03,0.9931,3.04,0.37,11,48.8,143.8,1
6.9,0.23,0.48,19.3,0.057,1.0003,3.01,0.55,8.6,59.5,242.3,0
6.5,0.35,0.19,10.3,0.058,0.9958,3.12,0.37,9.9,12.5,72,0
9,0.55,0.3,8,0.027,0.9931,2.93,0.35,11.8,17.3,80.3,0
6.4,0.43,0.48,7.7,0.047,0.9955,3.1,0.38,8.7,18.6,146,1
5.8,0.35,0.14,6.3,0.037,0.9943,3.17,0.62,9.7,41.8,176.2,0
7.3,0.41,0.21,10.7,0.097,0.9963,3.04,0.48,9.5,10.5,71.4,0
6,0.25,0.29,1.8,0.034,0.9924,3.39,0.69,11.1,22.3,89.4,1
6.9,0.23,0.35,6.5,0.049,0.9943,3.3,0.52,10.6,46.1,178.1,1
7.2,0.34,0.66,8.3,0.053,0.9956,3.2,0.49,10.9,10.4,81,0
6.6,0.18,0.42,11,0.045,0.9972,3.51,0.77,10.4,50.7,139.4,1
8.5,0.28,0.35,13.7,0.04,0.9979,3.13,0.41,9.8,29.7,151.9,1
7.2,0.27,0.39,11.9,0.03,0.9961,3.01,0.45,10.6,15.1,125.6,0
7.5,0.16,0.43,11.3,0.046,0.9966,3.19,0.44,9.9,62.2,148.8,1
6.9,0.24,0.5,1.4,0.033,0.9932,3.45,0.56,10.8,32.4,148.2,1
6.9,0.57,0.27,10.8,0.061,0.997,3.18,0.44,9.3,47.7,206.1,0
6.9,0.27,0.42,7.3,0.053,0.9958,3.15,0.49,9.5,52.6,216.1,1
6.7,0.43,0.37,5.2,0.046,0.9941,3.09,0.65,10.5,47.1,207.1,0
7,0.26,0.22,10,0.051,0.9967,3.06,0.46,9.6,37.5,124.8,0
6,0.29,0.4,10.8,0.049,0.9939,3.09,0.6,10.9,57.7,128.5,1
6.3,0.31,0.33,1.1,0.052,0.9925,3.29,0.44,10.3,34.4,172.9,0
6.8,0.15,0.47,1.6,0.036,0.9929,3.36,0.5,10.7,19.9,104,0
6.3,0.17,0.33,1,0.057,0.9912,3.33,0.47,11.1,25.6,70.5,1
9.9,0.2,0.28,1.2,0.039,0.9922,2.79,0.46,10.7,11.9,50,0
5.7,0.21,0.26,8,0.042,0.9951,3.44,0.62,10.4,16.1,116.3,1
7.4,0.31,0.24,6.5,0.032,0.992,2.88,0.36,11.3,41,129.4,0
7.1,0.21,0.35,5.6,0.033,0.9925,3.19,0.45,11.5,38.2,79.9,1
8.2,0.35,0.4,6.2,0.039,0.9937,3.14,0.34,12,36,142.1,1
6.6,0.33,0.27,1.2,0.035,0.9915,3.1,0.4,10.8,33.5,78.3,1
8.3,0.32,0.33,1,0.041,0.9918,2.98,0.47,11.2,58.8,147.8,1
8.4,0.27,0.21,16.3,0.073,0.998,3.02,0.52,9.8,42.5,206.3,0
6.3,0.22,0.31,12.4,0.053,0.9972,3.1,0.45,9.6,92.6,134.5,1
7.4,0.3,0.28,1.5,0.052,0.9928,3.32,0.54,10.6,30.1,123.8,1
6.4,0.19,0.27,3.8,0.058,0.9915,3.24,0.41,11.9,31.3,164.1,1
7.1,0.19,0.3,0.6,0.018,0.9896,3.18,0.35,12.2,5.2,27,1
6.4,0.32,0.22,16.3,0.055,0.9986,3.27,0.53,9.2,34.8,169.8,0
6.8,0.18,0.71,17.6,0.041,0.9974,2.85,0.5,9.6,20.7,112.3,1
5.7,0.4,0.42,4.4,0.048,0.9937,3.26,0.57,9.7,38.7,270.6,1
5.7,0.43,0.3,5.8,0.04,0.9921,3.55,0.62,12.1,26.8,82.3,1
7.2,0.25,0.24,1.8,0.05,0.9928,3.1,0.45,9.9,10.4,122.5,0
6.8,0.37,0.39,12,0.056,0.9988,3.26,0.52,8.8,54.5,191.2,1
7.9,0.26,0.31,3.6,0.026,0.9903,3,0.47,12.2,19.6,101.8,1
6.6,0.15,0.32,5.9,0.034,0.9918,3.19,0.72,12.2,53.1,117.7,1
6.2,0.22,0.5,10,0.045,0.9968,3.25,0.47,9.5,78.2,238.4,1
5.9,0.13,0.26,3.3,0.041,0.9937,3.54,0.6,10.2,8.7,63.1,1
7.7,0.17,0.32,12.4,0.054,0.9981,3.08,0.53,9,47,124.2,1
6.2,0.25,0.39,7.8,0.046,0.9959,3.17,0.46,9.3,52.5,195.2,0
6.9,0.41,0.29,8.9,0.044,0.9952,3.11,0.59,10.1,28.7,127.2,0
7,0.16,0.39,2,0.047,0.9927,3.13,0.38,10.5,32.8,95.1,1
6.7,0.52,0.24,5.5,0.039,0.9898,3.1,0.27,13,26.9,121.6,1
6.3,0.3,0.14,4.7,0.054,0.9939,3.17,0.5,9.5,5.8,99.4,0
6.7,0.19,0.26,9.8,0.04,0.994,3.12,0.44,10.9,28.3,115,1
6.9,0.16,0.27,14.7,0.052,0.9982,2.95,0.39,8.9,28.8,135.2,1
6,0.11,0.46,10.6,0.053,0.9957,2.93,0.34,9.1,75,173.2,0
8,0.17,0.29,2.5,0.027,0.9893,3.04,0.32,12.9,41.6,120.9,1
6.1,0.2,0.26,1.5,0.092,0.9922,3.45,0.67,11,45,148.1,0
8.6,0.14,0.32,1.5,0.047,0.994,3.22,0.39,9.9,29,150.7,1
7.7,0.41,0.41,14,0.052,0.9989,3.2,0.62,9.4,34.9,187.4,1
6.7,0.26,0.25,4,0.073,0.9955,3.31,0.68,9.7,40.7,214.6,0
5.6,0.23,0.47,6.4,0.069,0.994,3.11,0.47,9.8,41.3,193.7,0
7.1,0.23,0.29,2.4,0.042,0.9937,3.42,0.61,10.4,22,121.6,1
5.9,0.31,0.32,9.9,0.032,0.9926,3.11,0.41,12,24.4,82.1,1
6.6,0.25,0.37,10.4,0.043,0.9953,3.06,0.5,10.4,31,125.6,1
7,0.28,0.31,15.9,0.036,0.9998,3.3,0.67,8.9,65.5,199,0
7.4,0.26,0.38,10.3,0.045,0.9974,3.18,0.62,9.7,62,248.2,1
6.8,0.27,0.41,22.1,0.048,1.0009,2.94,0.49,8.9,41.5,162.7,0
6.8,0.39,0.16,1.1,0.044,0.9927,3.21,0.44,10.2,19.8,76.2,0
6.2,0.16,0.33,1.1,0.041,0.9883,3.31,0.4,13,38.7,124.7,1
6.9,0.23,0.35,1.8,0.036,0.991,3.37,0.74,12.4,38.4,188,1
